length,time
11700,0.14056141699984437
11800,0.14538804200128652
11900,0.14408012499916367
12000,0.1413299999985611
12100,0.1400107500012382
12200,0.1436617090002983
12300,0.14035308299935423
12400,0.1456185419956455
12500,0.15099445800296962
12600,0.14693149999948218
12700,0.1462161669987836
12800,0.14825466699403478
12900,0.15147945799981244
13000,0.15371604199754074
13100,0.15079320799850393
13200,0.15271220900467597
13300,0.15738658299960662
13400,0.15850879099889426
13500,0.15971429199998965
13600,0.1597194580026553
13700,0.15795283300394658
13800,0.15763545800291467
13900,0.16048433299874887
14000,0.16482033400097862
14100,0.16863141599606024
14200,0.16774591599823907
14300,0.1683111669990467
14400,0.1704475829974399
14500,0.17227195799932815
14600,0.17391316700377502
14700,0.1744875000003958
14800,0.17346845899737673
14900,0.17593337500147754
15000,0.17761670800246065
15100,0.1807623750064522
15200,0.18068325000058394
15300,0.18256654199649347
15400,0.18841291699936846
15500,0.1905667090031784
15600,0.19127887500508223
15700,0.1914946660035639
15800,0.18551516699517379
15900,0.1881802499992773
16000,0.19222591699508484
16100,0.1934617920051096
16200,0.1942908749988419
16300,0.19783250000182306
16400,0.1969231669936562
16500,0.1929180829974939
16600,0.19508970899914857
16700,0.2008369169998332
16800,0.20222191700304393
16900,0.20260770800086902
17000,0.20395450000069104
17100,0.20166233299823944
17200,0.2070568330018432
17300,0.2094491250027204
17400,0.21096337500057416
17500,0.21446650000143563
17600,0.2107623749980121
17700,0.21642712500033667
17800,0.21336233399779303
17900,0.2274219169994467
18000,0.21788824999384815
18100,0.21937683300348
18200,0.22130320799624315
18300,0.2198042500021984
18400,0.2227005829990958
18500,0.22562424999341602
18600,0.22682349999377038
18700,0.23264691700023832
18800,0.22569087499869056
18900,0.23271308399853297
19000,0.2352969999992638
19100,0.24262408399954438
19200,0.256706291998853
19300,0.2633882079971954
19400,0.2698037919981289
19500,0.24625245799688855
19600,0.24374637499568053
19700,0.24955525000405032
19800,0.24234541700570844
19900,0.2519735829991987
20000,0.24570745800156146
20100,0.24244783299945993
20200,0.2491410000002361
20300,0.247117208004056
20400,0.24916824999672826
20500,0.251005833997624
20600,0.254910583003948
20700,0.2551532090001274
20800,0.2582816670037573
20900,0.25885416700475616
21000,0.26563016699947184
21100,0.26781545799894957
21200,0.26283300000068266
21300,0.26172758300526766
21400,0.26410487500106683
21500,0.2660170420058421
21600,0.27006708300177706
21700,0.270561582998198
21800,0.2649718329994357
21900,0.267756624998583
22000,0.2667464580008527
22100,0.2716563750000205
22200,0.2758089589988231
22300,0.2810073750006268
22400,0.2793363329983549
22500,0.2814065830025356
22600,0.2834971249976661
22700,0.28087570799834793
22800,0.28115879100369057
22900,0.28144479200273054
23000,0.2899903750003432
23100,0.2907312089955667
23200,0.2918993330022204
23300,0.29144445799465757
23400,0.28949829199700616
23500,0.28963870799634606
23600,0.2962711669970304
23700,0.29604216600273503
23800,0.29951445800543297
23900,0.3008641249980428
24000,0.32482645800337195
24100,0.3148544169962406
24200,0.3064392919986858
24300,0.3162678340013372
24400,0.3092358339999919
24500,0.30875537500105565
24600,0.31175812499714084
24700,0.3109862080018502
24800,0.32447262500500074
24900,0.31914258300093934
25000,0.3253673750004964
25100,0.3224409579997882
25200,0.32341020799503895
25300,0.32749950000288663
25400,0.324085375003051
25500,0.32579649999388494
25600,0.3364418330020271
25700,0.33353866700053914
25800,0.3360605830021086
25900,0.33608600000297884
26000,0.3352936250012135
26100,0.33312158299668226
26200,0.34280808299808996
26300,0.33974004199990304
26400,0.34099120900646085
26500,0.3375574170058826
26600,0.3379986250001821
26700,0.3455281249989639
26800,0.34796012500009965
26900,0.3581540409941226
27000,0.3542499159957515
27100,0.3626667919961619
27200,0.3542466669969144
27300,0.35125720799987903
27400,0.3596090419960092
27500,0.36402191600063816
27600,0.35335870899871225
27700,0.3618507920036791
27800,0.36223204099951545
27900,0.3641148329988937
28000,0.36672558399732225
28100,0.36641708399838535
28200,0.36814050000248244
28300,0.37018612499377923
28400,0.3721888329964713
28500,0.37354604200663744
28600,0.37364691700349795
28700,0.3784853329998441
28800,0.37621474999468774
28900,0.37967766700603534
29000,0.37872087499999907
29100,0.37860391599679133
29200,0.38246616599644767
29300,0.38221645800513215
29400,0.38541433299542405
29500,0.3871727500009001
29600,0.3881421250043786
29700,0.38781712500349386
29800,0.392665625004156
29900,0.40209687500464497
30000,0.3982118330022786
30100,0.3957457910000812
30200,0.40021570800308837
30300,0.39813012500235345
30400,0.4024024160025874
30500,0.40390874999866355
30600,0.4083351670051343
30700,0.40161479199741734
30800,0.40564270799950464
30900,0.411319208003988
31000,0.41707208399748197
31100,0.4098865839987411
31200,0.4080143329993007
31300,0.4102814169964404
31400,0.4141569579951465
31500,0.4135902909983997
31600,0.4177483340026811
31700,0.4184161670054891
31800,0.4260833750013262
31900,0.42615612499503186
32000,0.4308710830009659
32100,0.4232258330011973
32200,0.425115417005145
32300,0.4290312500015716
32400,0.4322451249972801
32500,0.4283557910021045
32600,0.43431008300103713
32700,0.4328572919985163
32800,0.4366955420045997
32900,0.43824512499850243
33000,0.4367394169967156
33100,0.43600100000185193
33200,0.43852200000401353
33300,0.4373264579990064
33400,0.4657383750018198
33500,0.47167862499918556
33600,0.45193816700339084
33700,0.45149824999680277
33800,0.4546764170008828
33900,0.4457034169972758
34000,0.44925833299930673
34100,0.4537747079957626
34200,0.457398665996152
34300,0.4621536249978817
34400,0.4536844169997494
34500,0.4540897910046624
34600,0.4637565830053063
34700,0.4576519170004758
34800,0.4622502910060575
34900,0.47163949999958277
35000,0.4698287499995786
35100,0.47117058299772907
35200,0.5103385420006816
35300,0.4823426670045592
35400,0.4769589579955209
35500,0.47662387500167824
35600,0.48528116699890234
35700,0.4786496660017292
35800,0.4817515840040869
35900,0.48655941700417316
36000,0.4835053329952643
36100,0.48757104099786375
36200,0.4910262920020614
36300,0.493953249999322
36400,0.4924799999935203
36500,0.49077358299837215
36600,0.4976407089998247
36700,0.49811229199985974
36800,0.49560195899539394
36900,0.4954590420020395
37000,0.5002567920018919
37100,0.5025237079971703
37200,0.5045189169977675
37300,0.5144829580021906
37400,0.5039936249959283
37500,0.5083044170023641
37600,0.5109734169964213
37700,0.5107304999983171
37800,0.514142375002848
37900,0.5148814159983885
38000,0.5186856670043198
38100,0.5240328329964541
38200,0.5343774169959943
38300,0.5208726659984677
38400,0.5291048329963814
38500,0.5341264589951606
38600,0.5326383339997847
38700,0.5375129170060973
38800,0.533557082999323
38900,0.5367993340041721
39000,0.5377022089960519
39100,0.5412230000001728
39200,0.5431989169956069
39300,0.543335834001482
39400,0.5500418329975219
39500,0.5445705829988583
39600,0.5401692090017605
39700,0.5380975000007311
39800,0.5400342920038383
39900,0.5553263339970727
40000,0.5543615419956041
40100,0.5451621250031167
40200,0.546480832999805
40300,0.5581452500045998
40400,0.557551500001864
40500,0.5479290000002948
40600,0.5591745420024381
40700,0.5642170840001199
40800,0.5606625830041594
40900,0.5851327079944895
41000,0.5737811250000959
41100,0.5950584999955026
41200,0.5777577920016483
41300,0.5706804160072352
41400,0.5872383329988224
41500,0.5715147919981973
41600,0.5731701660042745
41700,0.5987236250002752
41800,0.5821743749984307
41900,0.6026450420031324
42000,0.5884752090059919
42100,0.5973342500001309
42200,0.5852881250029895
42300,0.5941525419984828
42400,0.5806847080020816
42500,0.5958665419966565
42600,0.5837681669945596
42700,0.6011118750029709
42800,0.5877699999982724
42900,0.5955497499962803
43000,0.6050735419994453
43100,0.5915521249989979
43200,0.604225041999598
43300,0.6111135829996783
43400,0.602489416996832
43500,0.6080504999990808
43600,0.5999976249950123
43700,0.6071782500002882
43800,0.6162676670064684
43900,0.6058200420011417
44000,0.6121715830013272
44100,0.6182450000051176
44200,0.6264230830056476
44300,0.6079488749965094
44400,0.6234464580047643
44500,0.6262994589997106
44600,0.6159328749999986
44700,0.6240322919984465
44800,0.6353123330045491
44900,0.6374457919955603
45000,0.6209961669956101
45100,0.6305390000052284
45200,0.6345166669998434
45300,0.6376898750022519
45400,0.6404375420024735
45500,0.6374234589966363
45600,0.6379719999968074
45700,0.6447051249997457
45800,0.6449962080005207
45900,0.6542480000061914
46000,0.642749749997165
46100,0.645323709002696
46200,0.6652804170007585
46300,0.651195500002359
46400,0.65363900000375
46500,0.66511837500002
46600,0.6559003329966799
46700,0.6546390000003157
46800,0.6675722079962725
46900,0.6600913750007749
47000,0.6783196670003235
47100,0.661582417000318
47200,0.6738380839960882
47300,0.6768672079997486
47400,0.676035917000263
47500,0.6826653749958496
47600,0.6847597910018521
47700,0.6882164999988163
47800,0.6958216249986435
47900,0.6926038329984294
48000,0.6935044999991078
48100,0.6932061660045292
48200,0.6918500829997356
48300,0.6964694170019357
48400,0.6947692500034464
48500,0.6989355830010027
48600,0.6937559580037487
48700,0.6951993749971734
48800,0.7062966249941383
48900,0.7027982500003418
49000,0.7043275830001221
49100,0.6969117920016288
49200,0.7124377079962869
49300,0.7048920410015853
49400,0.7060960829985561
49500,0.7179205420034123
49600,0.7187483340021572
49700,0.7215686249983264
49800,0.7225856250006473
49900,0.7297709590056911
50000,0.7447692499990808
50100,0.8619157500070287
50200,0.8681887499988079
50300,0.782620042002236
50400,0.8021161670039874
50500,0.7567453340016073
50600,0.7931157089988119
50700,0.7812753750040429
50800,0.7719035420013824
50900,0.7720196660011425
51000,0.7874655420018826
51100,0.7582936249964405
51200,0.7565609589946689
51300,0.7667300829998567
51400,0.7667957919984474
51500,0.7821268749976298
51600,0.7619235829988611
51700,0.7794619999986026
51800,0.7672160000001895
51900,0.7676855829995475
52000,0.7752918749974924
52100,0.7692463330022292
52200,0.7778330410001217
52300,0.7744319999983418
52400,0.778999667003518
52500,0.8308681249982328
52600,0.8063463750004303
52700,0.8076561249981751
52800,0.788947790999373
52900,0.8389122080043308
53000,0.8104827090064646
53100,0.826580708999245
53200,0.804780792001111
53300,0.8075777089979965
53400,0.84095804199751
53500,0.8151446249976289
53600,0.8274855829949956
53700,0.8374158750011702
53800,0.818100417003734
53900,0.8275663750027888
54000,0.8436682920000749
54100,0.8115760410000803
54200,0.8372365000032005
54300,0.8457842089992482
54400,0.8438191669993103
54500,0.8305342909952742
54600,0.863040665994049
54700,0.8688230420011678
54800,0.8683144589958829
54900,0.8303262920017005
55000,0.848093542001152
55100,0.8707324170027277
55200,0.8701257920038188
55300,0.8675404169989633
55400,0.8272546669977601
55500,0.8534333339994191
55600,0.8391734170072596
55700,0.8376175829980639
55800,0.8382200830019428
55900,0.8369038750024629
56000,0.847646000001987
56100,0.8310295420014882
56200,0.8321942080001463
56300,0.8519008750008652
56400,0.8390902920000372
56500,0.8403805839989218
56600,0.8472152919930522
56700,0.8482030419982038
56800,0.8637681249965681
56900,0.8609941250033444
57000,0.859084374998929
57100,0.8647630409977864
57200,0.8566986660007387
57300,0.8549002920044586
57400,0.8635659999999916
57500,0.8581185420043766
57600,0.8738102499992237
57700,0.8623920419995557
57800,0.9094839579993277
57900,0.8665002919951803
58000,0.8955788749954081
58100,0.8777297089982312
58200,0.8936138749995735
58300,0.8676350000023376
58400,0.8847810419974849
58500,0.879110292000405
58600,0.8859476249999716
58700,0.8810177079940331
58800,0.8891219159995671
58900,0.8795501249987865
59000,0.8934538750036154
59100,0.8738747089955723
59200,0.8857682920061052
59300,0.8919324999951641
59400,0.8824478749957052
59500,0.8965753330048756
59600,0.9096976250002626
59700,0.9455243750053342
59800,0.915644999993674
59900,0.92306041700067
60000,0.9063517500035232
60100,0.9187311250061612
60200,0.9459297499997774
60300,0.9472164160033572
60400,0.9253238329984015
60500,0.9135863330011489
60600,0.9215905840028427
60700,0.9287217500022962
60800,0.9078050419993815
60900,0.9132111660001101
61000,0.9490865409970866
61100,0.9633144580002408
61200,0.9790273329999764
61300,0.951955332995567
61400,0.935606375001953
61500,0.9584864579956047
61600,0.9917102079998585
61700,0.9519497919973219
61800,0.9849883329952718
61900,0.9712705420024577
62000,0.9546694160017068
62100,0.9534620830017957
62200,0.9971364169978187
62300,1.0042266250020475
62400,1.0089156670001103
62500,1.0042127920023631
62600,0.9848995409993222
62700,1.0049588330002734
62800,1.0260141670005396
62900,1.0213924999989104
63000,0.9709221669982071
63100,0.9636626670035184
63200,0.9508605000009993
63300,0.9726016670028912
63400,0.9725113329986925
63500,0.9761455409970949
63600,0.9743541249990813
63700,0.9620452919989475
63800,0.9821897079964401
63900,0.9833061659956002
64000,0.9762704160020803
64100,0.979616625001654
64200,0.9872709999981453
64300,0.9849172090034699
64400,0.9847261250033625
64500,0.9834358340012841
64600,0.998068458000489
64700,1.0035527079962776
64800,0.9971436669948162
64900,0.9989433340015239
65000,1.0013511249999283
65100,0.9954612500005169
65200,1.0003867080013151
65300,1.0017435420013499
65400,1.0272780410014093
65500,1.0145340419985587
65600,1.0007783339970047
65700,1.0056851249973988
65800,1.0116348749943427
65900,1.0189391669991892
66000,1.0148240829948918
66100,1.02183312499983
66200,1.0188875419989927
66300,1.0210228750001988
66400,1.0243705409957329
66500,1.0302814170063357
66600,1.0267506660020445
66700,1.0320393330039224
66800,1.0269905000022845
66900,1.0366847080003936
67000,1.0284497500033467
67100,1.0387413330026902
67200,1.0386152089995448
67300,1.047761084002559
67400,1.0607644170013373
67500,1.0441864169988548
67600,1.1893065420008497
67700,1.0627884579953388
67800,1.0504948340021656
67900,1.0575487079986488
68000,1.0701742500023101
68100,1.0692418749968056
68200,1.0516012919979403
68300,1.0555788750061765
68400,1.0583647919993382
68500,1.0642892499963637
68600,1.0662903750053374
68700,1.061999666999327
68800,1.0622441250015981
68900,1.085143042000709
69000,1.091042958003527
69100,1.0925680000000284
69200,1.0855535419977969
69300,1.0724620420005522
69400,1.0724478749980335
69500,1.0995957089980948
69600,1.0953019579974352
69700,1.0977775840001414
69800,1.0968672910021269
69900,1.087799458997324
70000,1.1318291669958853
70100,1.1324154159956379
70200,1.1162678330001654
70300,1.1070623339983285
70400,1.1155983339995146
70500,1.1110351660026936
70600,1.1182453329965938
70700,1.1274210420015152
70800,1.1083814169978723
70900,1.121285708002688
71000,1.1267472909967182
71100,1.1145059580012457
71200,1.135377165999671
71300,1.1332589169978746
71400,1.1384580000012647
71500,1.1201188750055735
71600,1.127560208995419
71700,1.1368742090053274
71800,1.1391524169957847
71900,1.1400784579964238
72000,1.141723084001569
72100,1.141901915994822
72200,1.1378076249966398
72300,1.1391807500040159
72400,1.158923541996046
72500,1.1563515409943648
72600,1.1587553329954972
72700,1.1654392089985777
72800,1.1682913749973522
72900,1.1698594999979832
73000,1.1643590830062749
73100,1.1692807080034981
73200,1.1547798749961657
73300,1.1661896250006976
73400,1.165227916004369
73500,1.1567496249990654
73600,1.1796072919969447
73700,1.1989095000026282
73800,1.193221875000745
73900,1.165092082999763
74000,1.1846884170008707
74100,1.1841520000016317
74200,1.1787655409934814
74300,1.1882058749979478
74400,1.1877720000047702
74500,1.180595624995476
74600,1.196955708997848
74700,1.192941792003694
74800,1.1865574999974342
74900,1.197484042000724
75000,1.2420305000050575
75100,1.2374120829990716
75200,1.2257171249948442
75300,1.20746991699707
75400,1.2073395419938606
75500,1.2152199159972952
75600,1.2770841250021476
75700,1.285579458999564
75800,1.4363210409937892
75900,1.3079131249978673
76000,1.2114384589949623
76100,1.2204956670029787
76200,1.2356713340050192
76300,1.2678004580011475
76400,1.2944256250048056
76500,1.2897776250028983
76600,1.294855499996629
76700,1.2563482499972451
76800,1.2914987080002902
76900,1.2926243749971036
77000,1.2807520830028807
77100,1.2935124590003397
77200,1.3148430830042344
77300,1.290557791995525
77400,1.2946050829996238
77500,1.2959750830050325
77600,1.3317566660043667
77700,1.3192212089998065
77800,1.2783642079957644
77900,1.2901514169934671
78000,1.2848430410012952
78100,1.2842250000030617
78200,1.2531165840046015
78300,1.3320708329993067
78400,1.4607783749961527
78500,1.2673325840005418
78600,1.2613030420034193
78700,1.273274457998923
78800,1.2946241250028834
78900,1.2738970829959726
79000,1.277637125000183
79100,1.268217333003122
79200,1.284301207997487
79300,1.287226666994684
79400,1.2793614589973004
79500,1.2844257079996169
79600,1.2767748329933966
79700,1.2813856249995297
79800,1.2879590000011376
79900,1.3155237079990911
80000,1.3018942089984193
80100,1.2911495830048807
80200,1.3193620419988292
80300,1.3136759999979404
80400,1.2954068749968428
80500,1.297419959002582
80600,1.3244186249939958
80700,1.3008388750022277
80800,1.2999151249969145
80900,1.3279719580023084
81000,1.3177038329959032
81100,1.3348647910024738
81200,1.333992459003639
81300,1.3185481670006993
81400,1.4269920410006307
81500,1.3640610419970471
81600,1.3549700000003213
81700,1.3552845000012894
81800,1.3367611249996116
81900,1.4046687919981196
82000,1.3505572919966653
82100,1.5215650409954833
82200,1.398827541997889
82300,1.4014575830005924
82400,1.36381049999909
82500,1.3895086670017918
82600,1.3725130839957274
82700,1.3909797919986886
82800,1.42051962500409
82900,1.4101864590047626
83000,1.4053824579968932
83100,1.3829495829995722
83200,1.3991412089962978
83300,1.4072724590005237
83400,1.3921543339965865
83500,1.4237480410010903
83600,1.4294694999989588
83700,1.4302412499964703
83800,1.4876246670028195
83900,1.699174374996801
84000,2.395585790996847
84100,2.0735739170049783
84200,1.4458736250016955
84300,1.4491432499999064
84400,1.411966207997466
84500,1.4498419580049813
84600,1.4281261249998352
84700,1.4920051250010147
84800,1.5577816250006435
84900,1.4599470419998397
85000,1.5411585409965483
85100,1.4887782920050086
85200,1.425340875000984
85300,1.4505983749986626
85400,1.4625164169992786
85500,1.4791301250006654
85600,1.4658279169962043
85700,1.4338740419989335
85800,1.4511205000017071
85900,1.4598369999948773
86000,1.459618666995084
86100,1.4468105409978307
86200,1.4357548330008285
86300,1.4620076660066843
86400,1.4642960839992156
86500,1.4658272079977905
86600,1.4604007500020089
86700,1.4647916250032722
86800,1.4655788329982897
86900,1.4674279999962891
87000,1.4674397920025513
87100,1.4621309169961023
87200,1.4673716660036007
87300,1.4625778749978053
87400,1.4399734159960644
87500,1.4470479159936076
87600,1.501718665997032
87700,1.4933984579984099
87800,1.4806574579997687
87900,1.61340837500029
88000,1.47120545800135
88100,1.5260272080049617
88200,1.5335044169987668
88300,1.5335513329991954
88400,1.5013381249955273
88500,1.505609166000795
88600,1.5302910410027835
88700,1.5351449170048
88800,1.5358720419972087
88900,1.49182191699947
89000,1.4753225419990486
89100,1.5058273749964428
89200,1.494438749999972
89300,1.4843480839990661
89400,1.5064506669950788
89500,1.4848469170028693
89600,1.4821912920015166
89700,1.5058842500002356
89800,1.482334082997113
89900,1.4937674579996383
90000,1.510736292002548
90100,1.4934443329984788
90200,1.5139951669989387
90300,1.5288773339998443
90400,1.5193567079986678
90500,1.5237435419985559
90600,1.4971905000056722
90700,1.5316248340022867
90800,1.5250857919963892
90900,1.553146916005062
91000,1.5461518750016694
91100,1.5527990420014248
91200,1.6921237080023275
91300,1.6601384170062374
91400,1.6918159999986528
91500,1.6382943329954287
91600,1.543610875000013
91700,1.6104973750043428
91800,1.5800113329969463
91900,1.5995091660006437
92000,1.6008182500008843
92100,1.557720333999896
92200,1.5705894169950625
92300,1.578550666999945
92400,1.568450833998213
92500,1.5473323330006679
92600,1.5793455000020913
92700,1.5795200409993413
92800,1.5713540409997222
92900,1.6904805829981342
93000,1.5645802910003113
93100,1.5947492089981097
93200,1.6113969590005581
93300,1.5699086250024266
93400,1.5936851250007749
93500,1.6556407079988276
93600,1.627030666997598
93700,1.6309593330006464
93800,1.612376334000146
93900,1.5874235419978504
94000,1.590291000000434
94100,1.66950795899902
94200,1.6768334169973969
94300,1.6029596670050523
94400,1.6744022499988205
94500,1.6349870410049334
94600,1.7497186670007068
94700,1.650625291003962
94800,1.6799797079947894
94900,1.691216582999914
95000,1.6988735420018202
95100,1.6568947499981732
95200,1.6799483750000945
95300,1.708034957999189
95400,1.7399399579953752
95500,1.724100791994715
95600,1.7133772500019404
95700,1.661425500002224
95800,1.6680015419988194
95900,1.7092078749992652
96000,1.6740732079997542
96100,1.6472005000032368
96200,1.6374350830010371
96300,1.681095332998666
96400,1.6776299170014681
96500,1.6807937920020777
96600,1.687269499998365
96700,1.6855340420006542
96800,1.6814156670006923
96900,1.7068908750006813
97000,1.6810747499985155
97100,1.7095081250008661
97200,1.7336615000021993
97300,1.7659129160019802
97400,1.7115853750001406
97500,1.735117291995266
97600,1.721804417000385
97700,1.6949491250052233
97800,1.7839181660019676
97900,1.7091514169951552
98000,1.747799833996396
98100,1.783862999996927
98200,1.78867629099841
98300,1.7975765000010142
98400,1.7790403330000117
98500,1.740070874999219
98600,1.7536960419965908
98700,1.7737736249982845
98800,1.7851654160040198
98900,1.8259829999951762
99000,1.883905541995773
99100,1.7606568749979488
99200,1.7773600410000654
99300,1.7836153750031372
99400,1.738966791999701
99500,1.7973446670002886
99600,1.8147777920021326
99700,1.7885859169982723
99800,1.81761570800154
99900,1.8151498329971218
100000,1.820088417000079
